segment length: 1355	score: 701.278
segment length: 4094	score: 2681.86


segment length: 957	score: 387.243


segment length: 743	score: 340.264


segment length: 728	score: 278.593


segment length: 4059	score: 2034.09


segment length: 1481	score: 568.06


segment length: 7916	score: 2454.48
0 0 inf	809291 809291

5350 6124 32.1384	814641 815415


segment length: 7419	score: 1639.02
0 0 inf	810714 810714

2900 3699 31.9061	813614 814413


segment length: 3977	score: 1906.06


segment length: 1728	score: 804.482


segment length: 4964	score: 1225.14
4797 5121 0	817018 817342

1375 2174 31.0442	813596 814395


segment length: 1948	score: 668.153


segment length: 1372	score: 785.445


segment length: 2620	score: 973.697


segment length: 4305	score: 1274.18
44 837 4.77306	812735 813528

925 1699 28.1937	813616 814390


segment length: 5091	score: 1817.59
0 0 inf	813277 813277

350 1124 33.6522	813627 814401


segment length: 2687	score: 1163.29


segment length: 2441	score: 1096.96


segment length: 2131	score: 1304.63


segment length: 1268	score: 694.193


segment length: 1621	score: 646.108


segment length: 2827	score: 842.1


segment length: 1188	score: 641.227


segment length: 1331	score: 601.452


segment length: 1573	score: 723.046


segment length: 1992	score: 966.655


segment length: 1651	score: 885.99


segment length: 8904	score: 5024.95


segment length: 2374	score: 1024.61


segment length: 2186	score: 913.025


segment length: 1751	score: 757.605


segment length: 4119	score: 2179.29


segment length: 4699	score: 1962.04


segment length: 3755	score: 1981.61


segment length: 3266	score: 1371.72


segment length: 6266	score: 2166.29


segment length: 1823	score: 863.239


segment length: 775	score: 315.92


segment length: 3951	score: 2101.87


segment length: 2748	score: 1284.53


segment length: 3974	score: 2169.3


segment length: 3300	score: 1650.8


segment length: 7894	score: 4206.4


segment length: 5840	score: 2488.3


segment length: 1266	score: 499.763


segment length: 1777	score: 794.712


segment length: 933	score: 562.094


segment length: 3038	score: 1165.64


segment length: 3715	score: 1572.02
0 0 inf	836186 836186

3200 3324 31.2404	839386 839510


segment length: 7700	score: 3157.66


segment length: 2318	score: 929.003


segment length: 2812	score: 1349.02


segment length: 9098	score: 2989.16
0 0 inf	836939 836939

225 374 34.8238	837164 837313


segment length: 2756	score: 1263.83


segment length: 5257	score: 2102.43


segment length: 2012	score: 927.242


segment length: 3652	score: 2274.67


segment length: 3482	score: 1467.9


segment length: 7784	score: 1798


segment length: 4307	score: 1765.46


segment length: 1342	score: 660.012


segment length: 1514	score: 683.613


segment length: 924	score: 423.391


segment length: 2850	score: 892.26


segment length: 2130	score: 961.235


segment length: 4533	score: 2240.51


segment length: 1355	score: 701.278


segment length: 1373	score: 634.009


segment length: 3017	score: 1362.88


segment length: 4424	score: 1957.33


segment length: 3675	score: 2057.16


segment length: 1689	score: 624.778


segment length: 3024	score: 1450.94


segment length: 911	score: 455.089


segment length: 1834	score: 794.81


segment length: 4974	score: 2265.69


segment length: 1251	score: 700.602


segment length: 1561	score: 677.252


segment length: 3336	score: 1541.49


segment length: 2608	score: 854.369


segment length: 7863	score: 2429.19
5053 5681 0	14100 14728

5300 5949 28.9353	14347 14996


segment length: 1143	score: 754.895


segment length: 2492	score: 1139.67


segment length: 1444	score: 481.274


segment length: 5148	score: 860.587
0 0 inf	12174 12174

1900 2624 33.3374	14074 14798


segment length: 2454	score: 547.243
471 1079 0	14127 14735

400 1099 22.3424	14056 14755


segment length: 4681	score: 2337.24


segment length: 1608	score: 614.649


segment length: 9067	score: 2057.52


segment length: 2262	score: 1108.51


segment length: 2183	score: 1115.71


segment length: 1314	score: 613.177


segment length: 1490	score: 717.967


segment length: 1566	score: 755.376


segment length: 2137	score: 652.975


segment length: 4999	score: 2829.81


segment length: 3756	score: 1785.87


segment length: 1023	score: 397.341


segment length: 1015	score: 563.943


segment length: 1083	score: 468.437


segment length: 1393	score: 602.362


segment length: 3144	score: 1882.73


segment length: 3877	score: 1767.61


segment length: 1729	score: 720.45


segment length: 1925	score: 950.804


segment length: 1613	score: 852.509


segment length: 2270	score: 1123.75


segment length: 4054	score: 1664.59


segment length: 2868	score: 1342.99


segment length: 2092	score: 965.064


segment length: 4128	score: 2544.81


segment length: 2760	score: 1322.04


segment length: 3110	score: 1437.74


segment length: 3665	score: 1386.04


segment length: 1079	score: 442.775


segment length: 3884	score: 2293.21


segment length: 8471	score: 3107.82


segment length: 1624	score: 524.659


segment length: 3513	score: 1854.58


segment length: 3218	score: 1343.11


segment length: 2728	score: 1137.74


segment length: 3857	score: 1601.89


segment length: 1727	score: 560.592


segment length: 6855	score: 2906.7


segment length: 2197	score: 948.51


segment length: 4419	score: 1996.8


segment length: 5356	score: 2803.13


segment length: 1428	score: 758.786


segment length: 2384	score: 1015.49


segment length: 2830	score: 1157.94


segment length: 3691	score: 1396.9


segment length: 3415	score: 1719.88


segment length: 1950	score: 1017.64


segment length: 1758	score: 880.637


segment length: 6311	score: 3241.84


segment length: 1664	score: 943.621


segment length: 3693	score: 1511.83


segment length: 2562	score: 1358.72


segment length: 4085	score: 2030.64


segment length: 2306	score: 1067.12


segment length: 1756	score: 798.834


segment length: 6088	score: 2838.94


segment length: 4048	score: 1685.97


segment length: 746	score: 253.403


segment length: 2147	score: 864.929


segment length: 5918	score: 3209.43


segment length: 5764	score: 2201.13


segment length: 8893	score: 5310.15


segment length: 3209	score: 1225.74


segment length: 1134	score: 528.513


segment length: 1597	score: 740.97


segment length: 1750	score: 811.461


segment length: 4074	score: 2331.8


segment length: 2021	score: 615.62


segment length: 6086	score: 3225.06


segment length: 2020	score: 804.289


segment length: 1969	score: 728.956


segment length: 2141	score: 1078.23


segment length: 4210	score: 1682.59


segment length: 2150	score: 911.867


segment length: 578	score: 257.708


segment length: 996	score: 434.612


segment length: 3068	score: 1338.56


segment length: 1025	score: 458.483


segment length: 1747	score: 801.375


segment length: 1511	score: 721.632


segment length: 8189	score: 3223.86


segment length: 1779	score: 718.62


segment length: 1812	score: 972.367


segment length: 4490	score: 1843.28


segment length: 3739	score: 2013.33


segment length: 2796	score: 1612


segment length: 2155	score: 967.506


segment length: 1826	score: 646.905


segment length: 8204	score: 2503.55


segment length: 3913	score: 1951.55


segment length: 1524	score: 652.74


segment length: 2665	score: 989.191


segment length: 5029	score: 2289.82


segment length: 4836	score: 1997.23


segment length: 2775	score: 1199.91


segment length: 3706	score: 1788.63


segment length: 6129	score: 3064.62


segment length: 1728	score: 683.379


segment length: 1939	score: 969.867


segment length: 2990	score: 1503.41


segment length: 4713	score: 1930.2


segment length: 6626	score: 3944.6


segment length: 3567	score: 1932.29


segment length: 9400	score: 4147.11


segment length: 989	score: 404.332


segment length: 4887	score: 2205.35


segment length: 8402	score: 3312.88


segment length: 2193	score: 844.246


segment length: 1917	score: 916.879


segment length: 2363	score: 1000.55


segment length: 1753	score: 783.665


segment length: 4899	score: 2085.07


segment length: 1480	score: 814.847


segment length: 9028	score: 4569.95


segment length: 3031	score: 1451.62


segment length: 4368	score: 2289.41


segment length: 655	score: 295.245


segment length: 3043	score: 1481.64


segment length: 3262	score: 1232.52


segment length: 1442	score: 651.845


segment length: 4407	score: 2209.14


segment length: 5552	score: 2460.74


segment length: 2942	score: 1447.1


segment length: 2723	score: 1302.07


segment length: 5478	score: 2714.64


segment length: 3030	score: 1323.16


segment length: 4888	score: 2540.04


segment length: 2517	score: 1021.14


segment length: 5318	score: 3164.64


segment length: 1093	score: 452.025


segment length: 489	score: 337.494


segment length: 3686	score: 1794.6


segment length: 3366	score: 1505.69


segment length: 2140	score: 1073.34


segment length: 2164	score: 1132.69


segment length: 2528	score: 1059.79


segment length: 2008	score: 1031.61


segment length: 863	score: 603.648


segment length: 2979	score: 1066.94


segment length: 3630	score: 1578.69


segment length: 3184	score: 1359.38


segment length: 785	score: 451.215


segment length: 3507	score: 1622.67


segment length: 5715	score: 2955.72


segment length: 1786	score: 746.117


segment length: 2449	score: 1219.41


segment length: 1485	score: 566.705


segment length: 5119	score: 2558.4


segment length: 2868	score: 1497.95


segment length: 4022	score: 1863.25


segment length: 3630	score: 1491.69


segment length: 3131	score: 1801.34


segment length: 2330	score: 976.772


segment length: 2673	score: 1513.05


segment length: 2000	score: 1097.23


segment length: 1137	score: 466.626
1058 1353 0	100305 100600

0 0 inf	99247 99247


segment length: 1439	score: 625.657


segment length: 4037	score: 1770.33


segment length: 7878	score: 1653.86
7638 8479 3.90491	107841 108682

3150 3749 34.1638	103353 103952


segment length: 3126	score: 1435.75
2890 3501 3.43886	103699 104310

0 0 inf	100809 100809


segment length: 2980	score: 1146.53


segment length: 5427	score: 1228.57
2438 3111 3.79443	103369 104042

2525 3174 32.8201	103456 104105


segment length: 5360	score: 1089.51
2244 2957 3.59359	103314 104027

2450 3049 36.2764	103520 104119


segment length: 1687	score: 572.96


segment length: 2710	score: 736.028
3735 4460 4.65145	106445 107170

575 1299 30.428	103285 104009


segment length: 1837	score: 328.547
1797 2459 2.74175	104737 105399

300 1074 28.668	103240 104014


segment length: 2722	score: 1054.07
268 816 3.02698	103370 103918

75 949 35.1534	103177 104051


segment length: 3198	score: 1752.77


segment length: 2770	score: 1570.71


segment length: 5210	score: 2080.24


segment length: 1439	score: 635.752


segment length: 2453	score: 949.617


segment length: 1820	score: 956.125


segment length: 1834	score: 866.667


segment length: 3265	score: 1507.77


segment length: 5984	score: 2297.19


segment length: 4630	score: 2601.72


segment length: 3053	score: 1864.23


segment length: 2107	score: 793.359


segment length: 1243	score: 691.404


segment length: 906	score: 413.458


segment length: 2917	score: 1166.5


segment length: 1335	score: 575.128


segment length: 1616	score: 620.279


segment length: 704	score: 366.88


segment length: 1808	score: 883.572


segment length: 2880	score: 1583.62


segment length: 1354	score: 734.669


segment length: 1222	score: 788.166


segment length: 2399	score: 1016.99


segment length: 1689	score: 674.629


segment length: 2208	score: 1054.73


segment length: 1904	score: 1066.99


segment length: 2112	score: 985.611


segment length: 4712	score: 2445.93


segment length: 1769	score: 738.239


segment length: 1987	score: 893.522


segment length: 1718	score: 734.608


segment length: 2100	score: 815.056


segment length: 4379	score: 2041.19


segment length: 1702	score: 775.093


segment length: 5189	score: 2868.58


segment length: 2911	score: 1086.17


segment length: 2100	score: 857.967


segment length: 3604	score: 1608.97


segment length: 1205	score: 576.237


segment length: 2949	score: 1170.22


segment length: 5051	score: 1983.42


segment length: 1216	score: 548.302


segment length: 4451	score: 2101.17


segment length: 1232	score: 558.036


segment length: 1109	score: 391.74


segment length: 2067	score: 1014.79


segment length: 4145	score: 1870.2


segment length: 1040	score: 547.369


segment length: 1780	score: 790.502


segment length: 4692	score: 1990.75


segment length: 1049	score: 573.514


segment length: 1881	score: 529.83


segment length: 1686	score: 875.056


segment length: 389	score: 156.355


segment length: 1796	score: 838.312


segment length: 1873	score: 980.426


segment length: 2571	score: 1256.79


segment length: 2407	score: 1091.15


segment length: 1653	score: 888.745


segment length: 2113	score: 1023.79


segment length: 1104	score: 410.48


segment length: 1677	score: 840.779


segment length: 3289	score: 1682.03


segment length: 3825	score: 1490.01


segment length: 2557	score: 1260.71


segment length: 3606	score: 1739.99


segment length: 6879	score: 2255.43


segment length: 6780	score: 3358.7


segment length: 6081	score: 3726.19


segment length: 3932	score: 2035.74


segment length: 5549	score: 2185.42


segment length: 7381	score: 3911.03


segment length: 2230	score: 874.133


segment length: 2035	score: 985.657


segment length: 1731	score: 786.866


segment length: 4807	score: 2460.36


segment length: 2868	score: 1351.84


segment length: 1713	score: 884.728


segment length: 4003	score: 1838.66


segment length: 1425	score: 788.17


segment length: 1318	score: 594.152


segment length: 2036	score: 1071.75


segment length: 2446	score: 1207.28


segment length: 1377	score: 778.921


segment length: 1926	score: 797.822


segment length: 598	score: 303.35


segment length: 5711	score: 2817.63


segment length: 3649	score: 2051.25


segment length: 1996	score: 848.085


segment length: 2340	score: 931.467


segment length: 2792	score: 1506.48


segment length: 1972	score: 737.295


segment length: 6459	score: 1367.74


segment length: 2544	score: 1187.16


segment length: 5187	score: 2278.78


segment length: 1924	score: 937.105


segment length: 2499	score: 1121.99


segment length: 4122	score: 1882.53


segment length: 1689	score: 695.211


segment length: 4803	score: 2018.11


segment length: 5266	score: 2979.24


segment length: 1263	score: 596.731


segment length: 4473	score: 2093.84


segment length: 2890	score: 1524.15


segment length: 464	score: 188.55


segment length: 2608	score: 1130.62


segment length: 2473	score: 1264.94


segment length: 1066	score: 426.957


segment length: 4080	score: 1883.12


segment length: 6223	score: 3207.99


segment length: 6158	score: 2956.75


segment length: 924	score: 460.903


segment length: 6378	score: 3372.42


segment length: 1427	score: 796.289


segment length: 2980	score: 1612.67


segment length: 1082	score: 438.539


segment length: 1631	score: 763.452


segment length: 2242	score: 1011.91


segment length: 3859	score: 1713.2


segment length: 3218	score: 1400.01
0 0 inf	165941 165941

1775 1899 33.3498	167716 167840


segment length: 4440	score: 1690.52
